timeframe,horizon_bars,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
d1,5,volatility+nr4+elliott_pullback_bull,211,0.71090047,1.16745605,29,0.75862069,1.26022968,0.57892398,45,0.80000000,1.41426719,0.66177031
d1,5,sma_stack_bull+bb_expand+mtf_di_strong_bull+cross_group_bull,204,0.71078431,1.16726529,117,0.53846154,0.89449869,0.44834691,48,0.52083333,0.92074687,0.38329232
d1,5,price200_bull+volatility+nr4+cross_group_return_up,190,0.71052632,1.16684160,64,0.67187500,1.11612671,0.54999106,49,0.77551020,1.37097329,0.64121213
d1,5,sma_stack_bull+retest_up+mtf_di_strong_bull+cross_group_return_up,190,0.71052632,1.16684160,103,0.54368932,0.90318314,0.44765935,57,0.54385965,0.96145357,0.41590686
d1,5,sma_stack_bull+rci_bull+elliott_impulse_bull+cross_group_return_up,221,0.71040724,1.16664605,113,0.57522124,0.95556434,0.48308506,62,0.59677419,1.05499770,0.47250468
d1,5,bb_expand+elliott_impulse_bull+cross_group_bull,262,0.70992366,1.16585191,87,0.50574713,0.84015312,0.40269097,32,0.62500000,1.10489624,0.45254407
d1,5,bb_expand+elliott_impulse_bull+mtf_di_strong_bull+cross_group_bull,258,0.70930233,1.16483153,83,0.49397590,0.82059863,0.38908872,30,0.63333333,1.11962819,0.45513564
d1,5,price200_bull+rci_bull+bb_expand+nr4,361,0.70914127,1.16456705,78,0.71794872,1.19266492,0.60969071,73,0.56164384,0.99289306,0.44757776
d1,5,sma_stack_bull+retest_up+mtf_di_bull+cross_group_bull,189,0.70899471,1.16432636,93,0.52688172,0.87526216,0.42637019,49,0.51020408,0.90195611,0.37467564
d1,5,trend_bull+bb_expand+elliott_impulse_bull+cross_group_return_up,213,0.70892019,1.16420398,71,0.53521127,0.88909930,0.42039237,34,0.55882353,0.98790723,0.39453899
d1,5,rci_bull+bb_expand+elliott_wave5_bull+cross_group_bull,237,0.70886076,1.16410639,79,0.50632911,0.84111993,0.39837397,22,0.63636364,1.12498526,0.42951708
d1,5,sma_stack_bull+rci_bull+bb_expand+elliott_impulse_bull,230,0.70869565,1.16383524,78,0.47435897,0.78801075,0.36737267,40,0.55000000,0.97230869,0.39829092
d1,5,price200_bull+bb_expand+retest_up+cross_group_bull,254,0.70866142,1.16377902,87,0.51724138,0.85924751,0.41375121,34,0.58823529,1.03990234,0.42221594
d1,5,sma_stack_bull+rci_bull+nr4+mtf_di_strong_bull,278,0.70863309,1.16373251,106,0.57547170,0.95598041,0.48036089,47,0.53191489,0.94033722,0.39232383
d1,5,sma_stack_bull+elliott_impulse_bull+mtf_di_strong_bull+cross_group_return_up,223,0.70852018,1.16354708,115,0.57391304,0.95339115,0.48258470,60,0.61666667,1.09016429,0.49017596
d1,5,sma_stack_bull+rci_bull+bb_expand+retest_up,247,0.70850202,1.16351726,86,0.47674419,0.79197309,0.37445539,43,0.51162791,0.90447320,0.36752308
d1,5,volatility+nr7+mtf_di_bull,168,0.70833333,1.16324023,40,0.75000000,1.24590889,0.59806039,20,0.90000000,1.59105058,0.69896635
d1,10,pin_bull+mtf_volatility,161,0.87577640,1.22348295,43,0.88372093,1.20393755,0.75520838,27,0.88888889,1.30134861,0.71942199
d1,10,sma_stack_bull+volatility+nr4+mtf_volatility,155,0.87096774,1.21676513,24,0.70833333,0.96499819,0.50832306,31,0.93548387,1.36956446,0.79281363
d1,10,volatility+nr4+mtf_di_bull+cross_target_relative_up,162,0.87037037,1.21593059,71,0.83098592,1.13209398,0.72740872,22,0.86363636,1.26437848,0.66665013
d1,10,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,0.86000000,1.20144290,23,0.82608696,1.12541988,0.62862352,57,0.85964912,1.25854109,0.74675535
d1,10,sma_stack_bull+volatility+nr4+mtf_di_bull,176,0.85795455,1.19858535,35,0.80000000,1.08988030,0.64108387,23,0.82608696,1.20940550,0.62862352
d1,10,adx_up3+atr_expand+mtf_volatility,218,0.85779817,1.19836688,37,0.89189189,1.21506926,0.75291468,59,0.64406780,0.94292632,0.51655496
d1,10,adx_up3+volatility+nr4,209,0.85645933,1.19649649,35,0.88571429,1.20665319,0.74048531,59,0.86440678,1.26550638,0.75460339
d1,10,pin_bull+cross_target_relative_up,179,0.84916201,1.18630195,60,0.86666667,1.18070366,0.75834840,30,0.80000000,1.17121375,0.62694304
d1,10,sma_stack_bull+pin_bull,195,0.84615385,1.18209946,51,0.86274510,1.17536111,0.74278308,63,0.79365079,1.16191840,0.67830186
d1,10,price200_bull+volatility+nr4+mtf_di_bull,298,0.84563758,1.18137823,57,0.82456140,1.12334154,0.70632647,50,0.80000000,1.17121375,0.66962894
d1,10,ema200_rising+volatility+nr4+mtf_di_bull,298,0.84563758,1.18137823,57,0.82456140,1.12334154,0.70632647,50,0.80000000,1.17121375,0.66962894
d1,10,adx_up3+volatility+mtf_volatility,546,0.84432234,1.17954080,81,0.86419753,1.17733984,0.77296936,120,0.80833333,1.18341389,0.72878844
d1,10,adx_up3+atr_expand,229,0.84279476,1.17740673,38,0.86842105,1.18309375,0.72673141,60,0.65000000,0.95161117,0.52362619
d1,10,volatility+pin_bull,166,0.83734940,1.16979941,34,0.94117647,1.28221212,0.80906393,36,0.72222222,1.05734575,0.56007510
d1,10,pin_bull+mtf_di_bull,189,0.83597884,1.16788470,57,0.87719298,1.19504419,0.76753552,26,0.69230769,1.01355036,0.50011742
d1,10,price200_bull+volatility+nr4+mtf_di_strong_bull,206,0.83495146,1.16644942,40,0.80000000,1.08988030,0.65242694,26,0.76923077,1.12616707,0.57948446
d1,10,ema200_rising+volatility+nr4+mtf_di_strong_bull,206,0.83495146,1.16644942,40,0.80000000,1.08988030,0.65242694,26,0.76923077,1.12616707,0.57948446
d1,10,volatility+nr4+mtf_di_bull+cross_group_return_up,195,0.83076923,1.16060674,69,0.82608696,1.12541988,0.72016374,36,0.88888889,1.30134861,0.74685191
d1,10,price200_bull+pin_bull+cross_group_bull,159,0.83018868,1.15979570,29,0.89655172,1.22141758,0.73614919,35,0.80000000,1.17121375,0.64108387
d1,10,ema200_rising+pin_bull+cross_group_bull,159,0.83018868,1.15979570,29,0.89655172,1.22141758,0.73614919,35,0.80000000,1.17121375,0.64108387
d1,10,price200_bull+volatility+nr4+mtf_volatility,211,0.82938389,1.15867138,36,0.80555556,1.09744892,0.64971957,32,0.93750000,1.37251611,0.79852877
d1,10,ema200_rising+volatility+nr4+mtf_volatility,211,0.82938389,1.15867138,36,0.80555556,1.09744892,0.64971957,32,0.93750000,1.37251611,0.79852877
d1,10,pin_bull+cross_group_bull,185,0.82702703,1.15537878,46,0.93478261,1.27350144,0.82497259,37,0.81081081,1.18704096,0.65795303
d1,10,price200_bull+pin_bull+cross_group_return_up,179,0.82681564,1.15508347,29,0.89655172,1.22141758,0.73614919,40,0.75000000,1.09801289,0.59806039
d1,10,ema200_rising+pin_bull+cross_group_return_up,179,0.82681564,1.15508347,29,0.89655172,1.22141758,0.73614919,40,0.75000000,1.09801289,0.59806039
d1,10,price200_bull+pin_bull+mtf_di_bull,155,0.82580645,1.15367361,35,0.85714286,1.16772890,0.70624446,25,0.68000000,0.99553169,0.48410269
d1,10,ema200_rising+pin_bull+mtf_di_bull,155,0.82580645,1.15367361,35,0.85714286,1.16772890,0.70624446,25,0.68000000,0.99553169,0.48410269
d1,10,price200_bull+pin_bull,327,0.82568807,1.15350823,65,0.89230769,1.21563572,0.79398686,81,0.80246914,1.17482861,0.70295609
d1,10,ema200_rising+pin_bull,327,0.82568807,1.15350823,65,0.89230769,1.21563572,0.79398686,81,0.80246914,1.17482861,0.70295609
d1,10,nr4+elliott_pullback_bull+mtf_volatility,171,0.82456140,1.15193424,33,0.78787879,1.07336697,0.62248355,24,0.87500000,1.28101504,0.68996119
d1,10,sma_stack_bull+elliott_wave5_bull+mtf_di_strong_bull+cross_group_bull,187,0.82352941,1.15049252,93,0.65591398,0.89358466,0.55490921,35,0.65714286,0.96206844,0.49151950
d1,10,pin_bull+cross_group_return_up,211,0.81990521,1.14542942,48,0.91666667,1.24882118,0.80446698,42,0.76190476,1.11544167,0.61472456
d1,10,volatility+nr4+mtf_di_strong_bull,309,0.81877023,1.14384381,72,0.80555556,1.09744892,0.69967241,39,0.84615385,1.23878377,0.70270536
d1,10,volatility+nr4+mtf_di_bull,454,0.81718062,1.14162309,103,0.81553398,1.11104303,0.72977344,70,0.84285714,1.23395734,0.74011753
d1,10,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,0.81683168,1.14113562,99,0.67676768,0.92199470,0.57952968,40,0.65000000,0.95161117,0.49505881
d1,10,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_bull,196,0.81632653,1.14042990,96,0.66666667,0.90823359,0.56756506,39,0.66666667,0.97601146,0.50977394
d1,10,volatility+nr4+mtf_volatility,364,0.81318681,1.13604364,72,0.86111111,1.17313505,0.76286813,53,0.88679245,1.29827939,0.77423481
d1,10,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_bull,168,0.80952381,1.13092632,85,0.65882353,0.89754849,0.55313139,35,0.60000000,0.87841031,0.43572709
d1,10,price200_bull+adx_up3+volatility+mtf_volatility,278,0.80935252,1.13068702,39,0.84615385,1.15275801,0.70270536,60,0.80000000,1.17121375,0.68218194
d1,10,ema200_rising+adx_up3+volatility+mtf_volatility,278,0.80935252,1.13068702,39,0.84615385,1.15275801,0.70270536,60,0.80000000,1.17121375,0.68218194
d1,10,sma_stack_bull+nr4+mtf_volatility,319,0.80877743,1.12988361,93,0.72043011,0.98147823,0.62187578,66,0.86363636,1.26437848,0.76070407
d1,10,sma_stack_bull+elliott_impulse_bull+mtf_di_strong_bull+cross_group_bull,208,0.80769231,1.12836766,104,0.67307692,0.91696660,0.57816323,47,0.70212766,1.02792696,0.56022326
d1,10,sma_stack_bull+volatility+mtf_volatility,784,0.80739796,1.12795645,111,0.78378378,1.06778814,0.69840449,148,0.85810811,1.25628502,0.79281245
d1,10,adx_up3+volatility,853,0.80539273,1.12515510,142,0.81690141,1.11290594,0.74523413,189,0.85185185,1.24712575,0.79421606
d1,10,sma_stack_bull+adx_up3+volatility,297,0.80471380,1.12420662,38,0.86842105,1.18309375,0.72673141,82,0.89024390,1.30333237,0.80438763
d1,10,sma_stack_bull+elliott_impulse_bull+mtf_di_bull+cross_group_bull,220,0.80454545,1.12397143,107,0.68224299,0.92945400,0.58901810,53,0.69811321,1.02204973,0.56463167
d1,10,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_bull,178,0.80337079,1.12233038,90,0.66666667,0.90823359,0.56422318,45,0.62222222,0.91094403,0.47629934
d1,10,sma_stack_bull+elliott_wave5_bull+mtf_di_strong_bull+cross_group_return_up,198,0.80303030,1.12185472,101,0.65346535,0.89024876,0.55657983,44,0.72727273,1.06473977,0.58151127
d1,10,sma_stack_bull+elliott_impulse_bull+cross_group_bull,228,0.80263158,1.12129769,110,0.69090909,0.94126026,0.59933398,54,0.68518519,1.00312289,0.55256555
d1,10,price200_bull+volatility+nr4+cross_target_relative_up,152,0.80263158,1.12129769,48,0.77083333,1.05014509,0.63460736,30,0.86666667,1.26881489,0.70318673
d1,10,ema200_rising+volatility+nr4+cross_target_relative_up,152,0.80263158,1.12129769,48,0.77083333,1.05014509,0.63460736,30,0.86666667,1.26881489,0.70318673
d1,10,sma_stack_bull+atr_expand+mtf_volatility,238,0.80252101,1.12114322,48,0.85416667,1.16367428,0.72832823,83,0.85542169,1.25235205,0.76408199
d1,10,price200_bull+volatility+nr7,212,0.80188679,1.12025721,35,0.80000000,1.08988030,0.64108387,53,0.86792453,1.27065643,0.75159745
d1,10,ema200_rising+volatility+nr7,212,0.80188679,1.12025721,35,0.80000000,1.08988030,0.64108387,53,0.86792453,1.27065643,0.75159745
d1,10,volatility+nr4+cross_target_relative_up,257,0.80155642,1.11979567,102,0.80392157,1.09522286,0.71645247,51,0.90196078,1.32048609,0.79021765
d1,10,sma_stack_bull+atr_expand,251,0.80079681,1.11873447,49,0.85714286,1.16772890,0.73332294,84,0.85714286,1.25487187,0.76669897
d1,10,adx_up3+volatility+mtf_volatility+cross_target_relative_up,200,0.80000000,1.11762131,34,0.88235294,1.20207387,0.73379157,33,0.87878788,1.28656056,0.72674495
d1,10,price200_bull+volatility+elliott_pullback_bull+cross_group_bull,179,0.79888268,1.11606038,43,0.79069767,1.07720728,0.64794357,47,0.65957447,0.96562836,0.51670925
d1,10,ema200_rising+volatility+elliott_pullback_bull+cross_group_bull,179,0.79888268,1.11606038,43,0.79069767,1.07720728,0.64794357,47,0.65957447,0.96562836,0.51670925
d1,10,price200_bull+bb_expand+elliott_impulse_bull+cross_group_bull,242,0.79752066,1.11415760,81,0.67901235,0.92505273,0.57123624,31,0.64516129,0.94452722,0.46947954
d1,10,ema200_rising+bb_expand+elliott_impulse_bull+cross_group_bull,242,0.79752066,1.11415760,81,0.67901235,0.92505273,0.57123624,31,0.64516129,0.94452722,0.46947954
d1,10,sma_stack_bull+volatility+nr4,385,0.79740260,1.11399267,76,0.75000000,1.02176279,0.64223248,86,0.80232558,1.17461844,0.70604089
d1,10,bb_expand+nr4+mtf_volatility,290,0.79655172,1.11280397,69,0.82608696,1.12541988,0.72016374,55,0.74545455,1.09135827,0.61698129
d1,10,price200_bull+bb_expand+elliott_wave5_bull+cross_group_bull,221,0.79638009,1.11256420,76,0.67105263,0.91420881,0.55943809,22,0.63636364,0.93164730,0.42951708
d1,10,ema200_rising+bb_expand+elliott_wave5_bull+cross_group_bull,221,0.79638009,1.11256420,76,0.67105263,0.91420881,0.55943809,22,0.63636364,0.93164730,0.42951708
d1,10,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_return_up,210,0.79523810,1.11096880,104,0.66346154,0.90386708,0.56826627,49,0.73469388,1.07560446,0.59737711
d1,10,sma_stack_bull+bb_expand+mtf_volatility,477,0.79454927,1.11000649,136,0.70588235,0.96165909,0.62449616,145,0.85517241,1.25198711,0.78872969
d1,10,price200_bull+volatility+nr4,576,0.79340278,1.10840481,110,0.79090909,1.07749530,0.70574906,127,0.81102362,1.18735252,0.73419296
d1,10,ema200_rising+volatility+nr4,576,0.79340278,1.10840481,110,0.79090909,1.07749530,0.70574906,127,0.81102362,1.18735252,0.73419296
d1,10,price200_bull+volatility+elliott_impulse_bull+cross_group_bull,169,0.79289941,1.10770159,27,0.70370370,0.95869101,0.51519317,32,0.78125000,1.14376343,0.61245006
d1,10,ema200_rising+volatility+elliott_impulse_bull+cross_group_bull,169,0.79289941,1.10770159,27,0.70370370,0.95869101,0.51519317,32,0.78125000,1.14376343,0.61245006
d1,10,price200_bull+adx_up3+volatility,466,0.79184549,1.10622924,73,0.83561644,1.13840237,0.73428956,101,0.83168317,1.21759845,0.74688791
d1,10,ema200_rising+adx_up3+volatility,466,0.79184549,1.10622924,73,0.83561644,1.13840237,0.73428956,101,0.83168317,1.21759845,0.74688791
d1,10,sma_stack_bull+elliott_wave5_bull+cross_group_return_up,216,0.79166667,1.10597942,110,0.67272727,0.91649026,0.58050888,51,0.72549020,1.06213012,0.59053349
d1,10,volatility+nr7+mtf_di_bull,168,0.79166667,1.10597942,40,0.80000000,1.08988030,0.65242694,20,0.95000000,1.39081633,0.76386881
d1,10,adx_up3+volatility+mtf_volatility+cross_group_return_up,163,0.79141104,1.10562230,46,0.80434783,1.09580357,0.66828741,51,0.74509804,1.09083633,0.61131718
d1,10,price200_bull+bb_expand+retest_up+cross_group_bull,254,0.79133858,1.10552108,87,0.68965517,0.93955199,0.58616181,34,0.58823529,0.86118658,0.42221594
d1,10,ema200_rising+bb_expand+retest_up+cross_group_bull,254,0.79133858,1.10552108,87,0.68965517,0.93955199,0.58616181,34,0.58823529,0.86118658,0.42221594
d1,10,bb_expand+retest_up+elliott_impulse_bull+cross_group_bull,254,0.79133858,1.10552108,86,0.67441860,0.91879444,0.56977855,32,0.65625000,0.96076128,0.48311088
d1,10,volatility+elliott_pullback_bull+mtf_volatility+cross_group_return_up,158,0.79113924,1.10524259,40,0.72500000,0.98770403,0.57165044,16,0.75000000,1.09801289,0.50501683
d1,10,sma_stack_bull+adx_up3+mtf_volatility,339,0.78761062,1.10031301,80,0.62500000,0.85146899,0.51548725,98,0.80612245,1.18017712,0.71693176
d1,10,volatility+elliott_pullback_bull+mtf_di_bull+cross_group_bull,160,0.78750000,1.10015847,39,0.82051282,1.11782595,0.67331954,37,0.70270270,1.02876883,0.54216864
